OGNTsort	OGNTa
131453	λέγεται
131454	Ὁ
131455	Ἄψινθος
131456	καὶ
131457	ἐγένετο
131458	τὸ
131459	τρίτον
131460	τῶν
131461	ὑδάτων
131462	εἰς
131463	ἄψινθον
131464	καὶ
131465	πολλοὶ
131466	τῶν
131467	ἀνθρώπων
131468	ἀπέθανον
131469	ἐκ
131470	τῶν
131471	ὑδάτων
131472	ὅτι
131473	ἐπικράνθησαν
131474	Καὶ
131475	ὁ
131476	τέταρτος
131477	ἄγγελος
131478	ἐσάλπισεν
131479	καὶ
131480	ἐπλήγη
131481	τὸ
131482	τρίτον
131483	τοῦ
131484	ἡλίου
131485	καὶ
131486	τὸ
131487	τρίτον
131488	τῆς
131489	σελήνης
131490	καὶ
131491	τὸ
131492	τρίτον
131493	τῶν
131494	ἀστέρων
131495	ἵνα
131496	σκοτισθῇ
131497	τὸ
131498	τρίτον
131499	αὐτῶν
131500	καὶ
131501	ἡ
131502	ἡμέρα
131503	μὴ
131504	φάνῃ
131505	τὸ
131506	τρίτον
131507	αὐτῆς
131508	καὶ
131509	ἡ
131510	νὺξ
131511	ὁμοίως
131512	Καὶ
131513	εἶδον
131514	καὶ
131515	ἤκουσα
131516	ἑνὸς
131517	ἀετοῦ
131518	πετομένου
131519	ἐν
131520	μεσουρανήματι
131521	λέγοντος
131522	φωνῇ
131523	μεγάλῃ
131524	Οὐαὶ
131525	οὐαὶ
131526	οὐαὶ
131527	τοὺς
131528	κατοικοῦντας
131529	ἐπὶ
131530	τῆς
131531	γῆς
131532	ἐκ
131533	τῶν
131534	λοιπῶν
131535	φωνῶν
131536	τῆς
131537	σάλπιγγος
131538	τῶν
131539	τριῶν
131540	ἀγγέλων
131541	τῶν
131542	μελλόντων
131543	σαλπίζειν
131544	Καὶ
131545	ὁ
131546	πέμπτος
131547	ἄγγελος
131548	ἐσάλπισεν
131549	καὶ
131550	εἶδον
131551	ἀστέρα
131552	ἐκ
131553	τοῦ
131554	οὐρανοῦ
131555	πεπτωκότα
131556	εἰς
131557	τὴν
131558	γῆν
131559	καὶ
131560	ἐδόθη
131561	αὐτῷ
131562	ἡ
131563	κλεὶς
131564	τοῦ
131565	φρέατος
131566	τῆς
131567	ἀβύσσου
131568	καὶ
131569	ἤνοιξεν
131570	τὸ
131571	φρέαρ
131572	τῆς
131573	ἀβύσσου
131574	καὶ
131575	ἀνέβη
131576	καπνὸς
131577	ἐκ
131578	τοῦ
131579	φρέατος
131580	ὡς
131581	καπνὸς
131582	καμίνου
131583	μεγάλης
131584	καὶ
131585	ἐσκοτώθη
131586	ὁ
131587	ἥλιος
131588	καὶ
131589	ὁ
131590	ἀὴρ
131591	ἐκ
131592	τοῦ
131593	καπνοῦ
131594	τοῦ
131595	φρέατος
131596	Καὶ
131597	ἐκ
131598	τοῦ
131599	καπνοῦ
131600	ἐξῆλθον
131601	ἀκρίδες
131602	εἰς
131603	τὴν
131604	γῆν
131605	καὶ
131606	ἐδόθη
131607	αὐταῖς
131608	ἐξουσία
131609	ὡς
131610	ἔχουσιν
131611	ἐξουσίαν
131612	οἱ
131613	σκορπίοι
131614	τῆς
131615	γῆς
131616	καὶ
131617	ἐρρέθη
131618	αὐταῖς
131619	ἵνα
131620	μὴ
131621	ἀδικήσουσιν
131622	τὸν
131623	χόρτον
131624	τῆς
131625	γῆς
131626	οὐδὲ
131627	πᾶν
131628	χλωρὸν
131629	οὐδὲ
131630	πᾶν
131631	δένδρον
131632	εἰ
131633	μὴ
131634	τοὺς
131635	ἀνθρώπους
131636	οἵτινες
131637	οὐκ
131638	ἔχουσι
131639	τὴν
131640	σφραγῖδα
131641	τοῦ
131642	Θεοῦ
131643	ἐπὶ
131644	τῶν
131645	μετώπων
131646	καὶ
131647	ἐδόθη
131648	αὐτοῖς
131649	ἵνα
131650	μὴ
131651	ἀποκτείνωσιν
131652	αὐτούς
131653	ἀλλ᾽
131654	ἵνα
131655	βασανισθήσονται
131656	μῆνας
131657	πέντε
131658	καὶ
131659	ὁ
131660	βασανισμὸς
131661	αὐτῶν
131662	ὡς
131663	βασανισμὸς
131664	σκορπίου
131665	ὅταν
131666	παίσῃ
131667	ἄνθρωπον
131668	καὶ
131669	ἐν
131670	ταῖς
131671	ἡμέραις
131672	ἐκείναις
131673	ζητήσουσιν
131674	οἱ
131675	ἄνθρωποι
131676	τὸν
131677	θάνατον
131678	καὶ
131679	οὐ
131680	μὴ
131681	εὑρήσουσιν
131682	αὐτόν
131683	καὶ
131684	ἐπιθυμήσουσιν
131685	ἀποθανεῖν
131686	καὶ
131687	φεύγει
131688	ὁ
131689	θάνατος
131690	ἀπ᾽
131691	αὐτῶν
131692	Καὶ
131693	τὰ
131694	ὁμοιώματα
131695	τῶν
131696	ἀκρίδων
131697	ὅμοια
131698	ἵπποις
131699	ἡτοιμασμένοις
131700	εἰς
131701	πόλεμον
131702	καὶ
131703	ἐπὶ
131704	τὰς
131705	κεφαλὰς
131706	αὐτῶν
131707	ὡς
131708	στέφανοι
131709	ὅμοιοι
131710	χρυσῷ
131711	καὶ
131712	τὰ
131713	πρόσωπα
131714	αὐτῶν
131715	ὡς
131716	πρόσωπα
131717	ἀνθρώπων
131718	καὶ
131719	εἶχον
131720	τρίχας
131721	ὡς
131722	τρίχας
131723	γυναικῶν
131724	καὶ
131725	οἱ
131726	ὀδόντες
131727	αὐτῶν
131728	ὡς
131729	λεόντων
131730	ἦσαν
131731	καὶ
131732	εἶχον
131733	θώρακας
131734	ὡς
131735	θώρακας
131736	σιδηροῦς
131737	καὶ
131738	ἡ
131739	φωνὴ
131740	τῶν
131741	πτερύγων
131742	αὐτῶν
131743	ὡς
131744	φωνὴ
131745	ἁρμάτων
131746	ἵππων
131747	πολλῶν
131748	τρεχόντων
131749	εἰς
131750	πόλεμον
131751	καὶ
131752	ἔχουσιν
131753	οὐρὰς
131754	ὁμοίας
131755	σκορπίοις
131756	καὶ
131757	κέντρα
131758	καὶ
131759	ἐν
131760	ταῖς
131761	οὐραῖς
131762	αὐτῶν
131763	ἡ
131764	ἐξουσία
131765	αὐτῶν
131766	ἀδικῆσαι
131767	τοὺς
131768	ἀνθρώπους
131769	μῆνας
131770	πέντε
131771	ἔχουσιν
131772	ἐπ᾽
131773	αὐτῶν
131774	βασιλέα
131775	τὸν
131776	ἄγγελον
131777	τῆς
131778	ἀβύσσου
131779	ὄνομα
131780	αὐτῷ
131781	Ἑβραϊστί
131782	Ἀβαδδών
131783	καὶ
131784	ἐν
131785	τῇ
131786	Ἑλληνικῇ
131787	ὄνομα
131788	ἔχει
131789	Ἀπολλύων
131790	Ἡ
131791	Οὐαὶ
131792	ἡ
131793	μία
131794	ἀπῆλθεν
131795	ἰδοὺ
131796	ἔρχεται
131797	ἔτι
131798	δύο
131799	Οὐαὶ
131800	μετὰ
131801	ταῦτα
131802	Καὶ
131803	ὁ
131804	ἕκτος
131805	ἄγγελος
131806	ἐσάλπισεν
131807	καὶ
131808	ἤκουσα
131809	φωνὴν
131810	μίαν
131811	ἐκ
131812	τῶν
131813	τεσσάρων
131814	κεράτων
131815	τοῦ
131816	θυσιαστηρίου
131817	τοῦ
131818	χρυσοῦ
131819	τοῦ
131820	ἐνώπιον
131821	τοῦ
131822	Θεοῦ
131823	λέγοντα
131824	τῷ
131825	ἕκτῳ
131826	ἀγγέλῳ
131827	ὁ
131828	ἔχων
131829	τὴν
131830	σάλπιγγα
131831	Λῦσον
131832	τοὺς
131833	τέσσαρας
131834	ἀγγέλους
131835	τοὺς
131836	δεδεμένους
131837	ἐπὶ
131838	τῷ
131839	ποταμῷ
131840	τῷ
131841	μεγάλῳ
131842	Εὐφράτῃ
131843	καὶ
131844	ἐλύθησαν
131845	οἱ
131846	τέσσαρες
131847	ἄγγελοι
131848	οἱ
131849	ἡτοιμασμένοι
131850	εἰς
131851	τὴν
131852	ὥραν
131853	καὶ
131854	ἡμέραν
131855	καὶ
131856	μῆνα
131857	καὶ
131858	ἐνιαυτόν
131859	ἵνα
131860	ἀποκτείνωσιν
131861	τὸ
131862	τρίτον
131863	τῶν
131864	ἀνθρώπων
131865	καὶ
131866	ὁ
131867	ἀριθμὸς
131868	τῶν
131869	στρατευμάτων
131870	τοῦ
131871	ἱππικοῦ
131872	δισμυριάδες
131873	μυριάδων
131874	ἤκουσα
131875	τὸν
131876	ἀριθμὸν
131877	αὐτῶν
131878	Καὶ
131879	οὕτως
131880	εἶδον
131881	τοὺς
131882	ἵππους
131883	ἐν
131884	τῇ
131885	ὁράσει
131886	καὶ
131887	τοὺς
131888	καθημένους
131889	ἐπ᾽
131890	αὐτῶν
131891	ἔχοντας
131892	θώρακας
131893	πυρίνους
131894	καὶ
131895	ὑακινθίνους
131896	καὶ
131897	θειώδεις
131898	καὶ
131899	αἱ
131900	κεφαλαὶ
131901	τῶν
131902	ἵππων
131903	ὡς
131904	κεφαλαὶ
131905	λεόντων
131906	καὶ
131907	ἐκ
131908	τῶν
131909	στομάτων
131910	αὐτῶν
131911	ἐκπορεύεται
131912	πῦρ
131913	καὶ
131914	καπνὸς
131915	καὶ
131916	θεῖον
131917	ἀπὸ
131918	τῶν
131919	τριῶν
131920	πληγῶν
131921	τούτων
131922	ἀπεκτάνθησαν
131923	τὸ
131924	τρίτον
131925	τῶν
131926	ἀνθρώπων
131927	ἐκ
131928	τοῦ
131929	πυρὸς
131930	καὶ
131931	τοῦ
131932	καπνοῦ
131933	καὶ
131934	τοῦ
131935	θείου
131936	τοῦ
131937	ἐκπορευομένου
131938	ἐκ
131939	τῶν
131940	στομάτων
131941	αὐτῶν
131942	ἡ
131943	γὰρ
131944	ἐξουσία
131945	τῶν
131946	ἵππων
131947	ἐν
131948	τῷ
131949	στόματι
131950	αὐτῶν
131951	ἐστιν
131952	καὶ
131953	ἐν
131954	ταῖς
131955	οὐραῖς
131956	αὐτῶν
131957	αἱ
131958	γὰρ
131959	οὐραὶ
131960	αὐτῶν
131961	ὅμοιαι
131962	ὄφεσιν
131963	ἔχουσαι
131964	κεφαλάς
131965	καὶ
131966	ἐν
131967	αὐταῖς
131968	ἀδικοῦσιν
131969	Καὶ
131970	οἱ
131971	λοιποὶ
131972	τῶν
131973	ἀνθρώπων
131974	οἳ
131975	οὐκ
131976	ἀπεκτάνθησαν
131977	ἐν
131978	ταῖς
131979	πληγαῖς
131980	ταύταις
131981	οὐδὲ
131982	μετενόησαν
131983	ἐκ
131984	τῶν
131985	ἔργων
131986	τῶν
131987	χειρῶν
131988	αὐτῶν
131989	ἵνα
131990	μὴ
131991	προσκυνήσουσιν
131992	τὰ
131993	δαιμόνια
131994	καὶ
131995	τὰ
131996	εἴδωλα
131997	τὰ
131998	χρυσᾶ
131999	καὶ
132000	τὰ
132001	ἀργυρᾶ
132002	καὶ
132003	τὰ
132004	χαλκᾶ
132005	καὶ
132006	τὰ
132007	λίθινα
132008	καὶ
132009	τὰ
132010	ξύλινα
132011	ἃ
132012	οὔτε
132013	βλέπειν
132014	δύνανται
132015	οὔτε
132016	ἀκούειν
132017	οὔτε
132018	περιπατεῖν
132019	καὶ
132020	οὐ
132021	μετενόησαν
132022	ἐκ
132023	τῶν
132024	φόνων
132025	αὐτῶν
132026	οὔτε
132027	ἐκ
132028	τῶν
132029	φαρμάκων
132030	αὐτῶν
132031	οὔτε
132032	ἐκ
132033	τῆς
132034	πορνείας
132035	αὐτῶν
132036	οὔτε
132037	ἐκ
132038	τῶν
132039	κλεμμάτων
132040	αὐτῶν
132041	Καὶ
132042	εἶδον
132043	ἄλλον
132044	ἄγγελον
132045	ἰσχυρὸν
132046	καταβαίνοντα
132047	ἐκ
132048	τοῦ
132049	οὐρανοῦ
132050	περιβεβλημένον
132051	νεφέλην
132052	καὶ
132053	ἡ
132054	ἶρις
132055	ἐπὶ
132056	τῆς
132057	κεφαλῆς
132058	αὐτοῦ
132059	καὶ
132060	τὸ
132061	πρόσωπον
132062	αὐτοῦ
132063	ὡς
132064	ὁ
132065	ἥλιος
132066	καὶ
132067	οἱ
132068	πόδες
132069	αὐτοῦ
132070	ὡς
132071	στῦλοι
132072	πυρός
132073	καὶ
132074	ἔχων
132075	ἐν
132076	τῇ
132077	χειρὶ
132078	αὐτοῦ
132079	βιβλαρίδιον
132080	ἠνεῳγμένον
132081	καὶ
132082	ἔθηκεν
132083	τὸν
132084	πόδα
132085	αὐτοῦ
132086	τὸν
132087	δεξιὸν
132088	ἐπὶ
132089	τῆς
132090	θαλάσσης
132091	τὸν
132092	δὲ
132093	εὐώνυμον
132094	ἐπὶ
132095	τῆς
132096	γῆς
132097	καὶ
132098	ἔκραξεν
132099	φωνῇ
132100	μεγάλῃ
132101	ὥσπερ
132102	λέων
132103	μυκᾶται
132104	καὶ
132105	ὅτε
132106	ἔκραξεν
132107	ἐλάλησαν
132108	αἱ
132109	ἑπτὰ
132110	βρονταὶ
132111	τὰς
132112	ἑαυτῶν
132113	φωνάς
132114	Καὶ
132115	ὅτε
132116	ἐλάλησαν
132117	αἱ
132118	ἑπτὰ
132119	βρονταί
132120	ἤμελλον
132121	γράφειν
132122	καὶ
132123	ἤκουσα
132124	φωνὴν
132125	ἐκ
132126	τοῦ
132127	οὐρανοῦ
132128	λέγουσαν
132129	Σφράγισον
132130	ἃ
132131	ἐλάλησαν
132132	αἱ
132133	ἑπτὰ
132134	βρονταί
132135	καὶ
132136	μὴ
132137	αὐτὰ
132138	γράψῃς
132139	Καὶ
132140	ὁ
132141	ἄγγελος
132142	ὃν
132143	εἶδον
132144	ἑστῶτα
132145	ἐπὶ
132146	τῆς
132147	θαλάσσης
132148	καὶ
132149	ἐπὶ
132150	τῆς
132151	γῆς
132152	ἦρεν
132153	τὴν
132154	χεῖρα
132155	αὐτοῦ
132156	τὴν
132157	δεξιὰν
132158	εἰς
132159	τὸν
132160	οὐρανόν
132161	καὶ
132162	ὤμοσεν
132163	ἐν
132164	τῷ
132165	ζῶντι
132166	εἰς
132167	τοὺς
132168	αἰῶνας
132169	τῶν
132170	αἰώνων
132171	ὃς
132172	ἔκτισεν
132173	τὸν
132174	οὐρανὸν
132175	καὶ
132176	τὰ
132177	ἐν
132178	αὐτῷ
132179	καὶ
132180	τὴν
132181	γῆν
132182	καὶ
132183	τὰ
132184	ἐν
132185	αὐτῇ
132186	καὶ
132187	τὴν
132188	θάλασσαν
132189	καὶ
132190	τὰ
132191	ἐν
132192	αὐτῇ
132193	ὅτι
132194	Χρόνος
132195	οὐκέτι
132196	ἔσται
132197	ἀλλ᾽
132198	ἐν
132199	ταῖς
132200	ἡμέραις
132201	τῆς
132202	φωνῆς
132203	τοῦ
132204	ἑβδόμου
132205	ἀγγέλου
132206	ὅταν
132207	μέλλῃ
132208	σαλπίζειν
132209	καὶ
132210	ἐτελέσθη
132211	τὸ
132212	μυστήριον
132213	τοῦ
132214	Θεοῦ
132215	ὡς
132216	εὐηγγέλισεν
132217	τοὺς
132218	ἑαυτοῦ
132219	δούλους
132220	τοὺς
132221	προφήτας
132222	Καὶ
132223	ἡ
132224	φωνὴ
132225	ἣν
132226	ἤκουσα
132227	ἐκ
132228	τοῦ
132229	οὐρανοῦ
132230	πάλιν
132231	λαλοῦσαν
132232	μετ᾽
132233	ἐμοῦ
132234	καὶ
132235	λέγουσαν
132236	Ὕπαγε
132237	λάβε
132238	τὸ
132239	βιβλίον
132240	τὸ
132241	ἠνεῳγμένον
132242	ἐν
132243	τῇ
132244	χειρὶ
132245	τοῦ
132246	ἀγγέλου
132247	τοῦ
132248	ἑστῶτος
132249	ἐπὶ
132250	τῆς
132251	θαλάσσης
132252	καὶ
132253	ἐπὶ
132254	τῆς
132255	γῆς
132256	Καὶ
132257	ἀπῆλθα
132258	πρὸς
132259	τὸν
132260	ἄγγελον
132261	λέγων
132262	αὐτῷ
132263	Δοῦναί
132264	μοι
132265	τὸ
132266	βιβλαρίδιον
132267	Καὶ
132268	λέγει
132269	μοι
132270	Λάβε
132271	καὶ
132272	κατάφαγε
132273	αὐτό
132274	καὶ
132275	πικρανεῖ
132276	σου
132277	τὴν
132278	κοιλίαν
132279	ἀλλ᾽
132280	ἐν
132281	τῷ
132282	στόματί
132283	σου
132284	ἔσται
132285	γλυκὺ
132286	ὡς
132287	μέλι
132288	Καὶ
132289	ἔλαβον
132290	τὸ
132291	βιβλαρίδιον
132292	ἐκ
132293	τῆς
132294	χειρὸς
132295	τοῦ
132296	ἀγγέλου
132297	καὶ
132298	κατέφαγον
132299	αὐτό
132300	καὶ
132301	ἦν
132302	ἐν
132303	τῷ
132304	στόματί
132305	μου
132306	ὡς
132307	μέλι
132308	γλυκύ
132309	καὶ
132310	ὅτε
132311	ἔφαγον
132312	αὐτό
132313	ἐπικράνθη
132314	ἡ
132315	κοιλία
132316	μου
132317	Καὶ
132318	λέγουσίν
132319	μοι
132320	Δεῖ
132321	σε
132322	πάλιν
132323	προφητεῦσαι
132324	ἐπὶ
132325	λαοῖς
132326	καὶ
132327	ἔθνεσιν
132328	καὶ
132329	γλώσσαις
132330	καὶ
132331	βασιλεῦσιν
132332	πολλοῖς
132333	Καὶ
132334	ἐδόθη
132335	μοι
132336	κάλαμος
132337	ὅμοιος
132338	ῥάβδῳ
132339	λέγων
132340	Ἔγειρε
132341	καὶ
132342	μέτρησον
132343	τὸν
132344	ναὸν
132345	τοῦ
132346	Θεοῦ
132347	καὶ
132348	τὸ
132349	θυσιαστήριον
132350	καὶ
132351	τοὺς
132352	προσκυνοῦντας
132353	ἐν
132354	αὐτῷ
132355	καὶ
132356	τὴν
132357	αὐλὴν
132358	τὴν
132359	ἔξωθεν
132360	τοῦ
132361	ναοῦ
132362	ἔκβαλε
132363	ἔξωθεν
132364	καὶ
132365	μὴ
132366	αὐτὴν
132367	μετρήσῃς
132368	ὅτι
132369	ἐδόθη
132370	τοῖς
132371	ἔθνεσιν
132372	καὶ
132373	τὴν
132374	πόλιν
132375	τὴν
132376	ἁγίαν
132377	πατήσουσιν
132378	μῆνας
132379	τεσσεράκοντα
132380	καὶ
132381	δύο
132382	καὶ
132383	δώσω
132384	τοῖς
132385	δυσὶν
132386	μάρτυσίν
132387	μου
132388	καὶ
132389	προφητεύσουσιν
132390	ἡμέρας
132391	χιλίας
132392	διακοσίας
132393	ἑξήκοντα
132394	περιβεβλημένοι
132395	σάκκους
132396	Οὗτοί
132397	εἰσιν
132398	αἱ
132399	δύο
132400	ἐλαῖαι
132401	καὶ
132402	αἱ
132403	δύο
132404	λυχνίαι
132405	αἱ
132406	ἐνώπιον
132407	τοῦ
132408	Κυρίου
132409	τῆς
132410	γῆς
132411	ἑστῶτες
132412	καὶ
132413	εἴ
132414	τις
132415	αὐτοὺς
132416	θέλει
132417	ἀδικῆσαι
132418	πῦρ
132419	ἐκπορεύεται
132420	ἐκ
132421	τοῦ
132422	στόματος
132423	αὐτῶν
132424	καὶ
132425	κατεσθίει
132426	τοὺς
132427	ἐχθροὺς
132428	αὐτῶν
132429	καὶ
132430	εἴ
132431	τις
132432	θελήσῃ
132433	αὐτοὺς
132434	ἀδικῆσαι
132435	οὕτως
132436	δεῖ
132437	αὐτὸν
132438	ἀποκτανθῆναι
132439	οὗτοι
132440	ἔχουσιν
132441	τὴν
132442	ἐξουσίαν
132443	κλεῖσαι
132444	τὸν
132445	οὐρανόν
132446	ἵνα
132447	μὴ
132448	ὑετὸς
132449	βρέχῃ
132450	τὰς
132451	ἡμέρας
132452	τῆς
132453	προφητείας
132454	αὐτῶν
132455	καὶ
132456	ἐξουσίαν
132457	ἔχουσιν
132458	ἐπὶ
132459	τῶν
132460	ὑδάτων
132461	στρέφειν
132462	αὐτὰ
132463	εἰς
132464	αἷμα
132465	καὶ
132466	πατάξαι
132467	τὴν
132468	γῆν
132469	ἐν
132470	πάσῃ
132471	πληγῇ
132472	ὁσάκις
132473	ἐὰν
132474	θελήσωσιν
132475	Καὶ
132476	ὅταν
132477	τελέσωσιν
132478	τὴν
132479	μαρτυρίαν
132480	αὐτῶν
132481	τὸ
132482	θηρίον
132483	τὸ
132484	ἀναβαῖνον
132485	ἐκ
132486	τῆς
132487	ἀβύσσου
132488	ποιήσει
132489	μετ᾽
132490	αὐτῶν
132491	πόλεμον
132492	καὶ
132493	νικήσει
132494	αὐτοὺς
132495	καὶ
132496	ἀποκτενεῖ
132497	αὐτούς
132498	καὶ
132499	τὸ
132500	πτῶμα
132501	αὐτῶν
132502	ἐπὶ
132503	τῆς
132504	πλατείας
132505	τῆς
132506	πόλεως
132507	τῆς
132508	μεγάλης
132509	ἥτις
132510	καλεῖται
132511	πνευματικῶς
132512	Σόδομα
132513	καὶ
132514	Αἴγυπτος
132515	ὅπου
132516	καὶ
132517	ὁ
132518	Κύριος
132519	αὐτῶν
132520	ἐσταυρώθη
132521	καὶ
132522	βλέπουσιν
132523	ἐκ
132524	τῶν
132525	λαῶν
132526	καὶ
132527	φυλῶν
132528	καὶ
132529	γλωσσῶν
132530	καὶ
132531	ἐθνῶν
132532	τὸ
132533	πτῶμα
132534	αὐτῶν
132535	ἡμέρας
132536	τρεῖς
132537	καὶ
132538	ἥμισυ
132539	καὶ
132540	τὰ
132541	πτώματα
132542	αὐτῶν
132543	οὐκ
132544	ἀφίουσιν
132545	τεθῆναι
132546	εἰς
132547	μνῆμα
132548	καὶ
132549	οἱ
132550	κατοικοῦντες
132551	ἐπὶ
132552	τῆς
132553	γῆς
132554	χαίρουσιν
132555	ἐπ᾽
132556	αὐτοῖς
132557	καὶ
132558	εὐφραίνονται
132559	καὶ
132560	δῶρα
132561	πέμψουσιν
132562	ἀλλήλοις
132563	ὅτι
132564	οὗτοι
132565	οἱ
132566	δύο
132567	προφῆται
132568	ἐβασάνισαν
132569	τοὺς
132570	κατοικοῦντας
132571	ἐπὶ
132572	τῆς
132573	γῆς
132574	Καὶ
132575	μετὰ
132576	τὰς
132577	τρεῖς
132578	ἡμέρας
132579	καὶ
132580	ἥμισυ
132581	πνεῦμα
132582	ζωῆς
132583	ἐκ
132584	τοῦ
132585	Θεοῦ
132586	εἰσῆλθεν
132587	ἐν
132588	αὐτοῖς
132589	καὶ
132590	ἔστησαν
132591	ἐπὶ
132592	τοὺς
132593	πόδας
132594	αὐτῶν
132595	καὶ
132596	φόβος
132597	μέγας
132598	ἐπέπεσεν
132599	ἐπὶ
132600	τοὺς
132601	θεωροῦντας
132602	αὐτούς
132603	καὶ
132604	ἤκουσαν
132605	φωνῆς
132606	μεγάλης
132607	ἐκ
132608	τοῦ
132609	οὐρανοῦ
132610	λεγούσης
132611	αὐτοῖς
132612	Ἀνάβατε
132613	ὧδε
132614	καὶ
132615	ἀνέβησαν
132616	εἰς
132617	τὸν
132618	οὐρανὸν
132619	ἐν
132620	τῇ
132621	νεφέλῃ
132622	καὶ
132623	ἐθεώρησαν
132624	αὐτοὺς
132625	οἱ
132626	ἐχθροὶ
132627	αὐτῶν
132628	Καὶ
132629	ἐν
132630	ἐκείνῃ
132631	τῇ
132632	ὥρᾳ
132633	ἐγένετο
132634	σεισμὸς
132635	μέγας
132636	καὶ
132637	τὸ
132638	δέκατον
132639	τῆς
132640	πόλεως
132641	ἔπεσεν
132642	καὶ
132643	ἀπεκτάνθησαν
132644	ἐν
132645	τῷ
132646	σεισμῷ
132647	ὀνόματα
132648	ἀνθρώπων
132649	χιλιάδες
132650	ἑπτά
132651	καὶ
132652	οἱ
132653	λοιποὶ
132654	ἔμφοβοι
132655	ἐγένοντο
132656	καὶ
132657	ἔδωκαν
132658	δόξαν
132659	τῷ
132660	Θεῷ
132661	τοῦ
132662	οὐρανοῦ
132663	Ἡ
132664	Οὐαὶ
132665	ἡ
132666	δευτέρα
132667	ἀπῆλθεν
132668	ἰδοὺ
132669	ἡ
132670	Οὐαὶ
132671	ἡ
132672	τρίτη
132673	ἔρχεται
132674	ταχύ
132675	Καὶ
132676	ὁ
132677	ἕβδομος
132678	ἄγγελος
132679	ἐσάλπισεν
132680	καὶ
132681	ἐγένοντο
132682	φωναὶ
132683	μεγάλαι
132684	ἐν
132685	τῷ
132686	οὐρανῷ
132687	λέγοντες
132688	Ἐγένετο
132689	ἡ
132690	βασιλεία
132691	τοῦ
132692	κόσμου
132693	τοῦ
132694	Κυρίου
132695	ἡμῶν
132696	καὶ
132697	τοῦ
132698	Χριστοῦ
132699	αὐτοῦ
132700	καὶ
132701	βασιλεύσει
132702	εἰς
132703	τοὺς
132704	αἰῶνας
132705	τῶν
132706	αἰώνων
132707	Καὶ
132708	οἱ
132709	εἴκοσι
132710	τέσσαρες
132711	πρεσβύτεροι
132712	οἱ
132713	ἐνώπιον
132714	τοῦ
132715	Θεοῦ
132716	καθήμενοι
132717	ἐπὶ
132718	τοὺς
132719	θρόνους
132720	αὐτῶν
132721	ἔπεσαν
132722	ἐπὶ
132723	τὰ
132724	πρόσωπα
132725	αὐτῶν
132726	καὶ
132727	προσεκύνησαν
132728	τῷ
132729	Θεῷ
132730	λέγοντες
132731	Εὐχαριστοῦμέν
132732	σοι
132733	Κύριε
132734	ὁ
132735	Θεός
132736	ὁ
132737	Παντοκράτωρ
132738	ὁ
132739	ὢν
132740	καὶ
132741	ὁ
132742	ἦν
132743	ὅτι
132744	εἴληφας
132745	τὴν
132746	δύναμίν
132747	σου
132748	τὴν
132749	μεγάλην
132750	καὶ
132751	ἐβασίλευσας
132752	καὶ
132753	τὰ
132754	ἔθνη
132755	ὠργίσθησαν
132756	καὶ
132757	ἦλθεν
132758	ἡ
132759	ὀργή
132760	σου
132761	καὶ
132762	ὁ
132763	καιρὸς
132764	τῶν
132765	νεκρῶν
132766	κριθῆναι
132767	καὶ
132768	δοῦναι
132769	τὸν
132770	μισθὸν
132771	τοῖς
132772	δούλοις
132773	σου
132774	τοῖς
132775	προφήταις
132776	καὶ
132777	τοῖς
132778	ἁγίοις
132779	καὶ
132780	τοῖς
132781	φοβουμένοις
132782	τὸ
132783	ὄνομά
132784	σου
132785	τοὺς
132786	μικροὺς
132787	καὶ
132788	τοὺς
132789	μεγάλους
132790	καὶ
132791	διαφθεῖραι
132792	τοὺς
132793	διαφθείροντας
132794	τὴν
132795	γῆν
132796	Καὶ
132797	ἠνοίγη
132798	ὁ
132799	ναὸς
132800	τοῦ
132801	Θεοῦ
132802	ὁ
132803	ἐν
132804	τῷ
132805	οὐρανῷ
132806	καὶ
132807	ὤφθη
132808	ἡ
132809	κιβωτὸς
132810	τῆς
132811	διαθήκης
132812	αὐτοῦ
132813	ἐν
132814	τῷ
132815	ναῷ
132816	αὐτοῦ
132817	καὶ
132818	ἐγένοντο
132819	ἀστραπαὶ
132820	καὶ
132821	φωναὶ
132822	καὶ
132823	βρονταὶ
132824	καὶ
132825	σεισμὸς
132826	καὶ
132827	χάλαζα
132828	μεγάλη
132829	Καὶ
132830	σημεῖον
132831	μέγα
132832	ὤφθη
132833	ἐν
132834	τῷ
132835	οὐρανῷ
132836	γυνὴ
132837	περιβεβλημένη
132838	τὸν
132839	ἥλιον
132840	καὶ
132841	ἡ
132842	σελήνη
132843	ὑποκάτω
132844	τῶν
132845	ποδῶν
132846	αὐτῆς
132847	καὶ
132848	ἐπὶ
132849	τῆς
132850	κεφαλῆς
132851	αὐτῆς
132852	στέφανος
132853	ἀστέρων
132854	δώδεκα
132855	καὶ
132856	ἐν
132857	γαστρὶ
132858	ἔχουσα
132859	καὶ
132860	κράζει
132861	ὠδίνουσα
132862	καὶ
132863	βασανιζομένη
132864	τεκεῖν
132865	Καὶ
132866	ὤφθη
132867	ἄλλο
132868	σημεῖον
132869	ἐν
132870	τῷ
132871	οὐρανῷ
132872	καὶ
132873	ἰδοὺ
132874	δράκων
132875	μέγας
132876	πυρρός
132877	ἔχων
132878	κεφαλὰς
132879	ἑπτὰ
132880	καὶ
132881	κέρατα
132882	δέκα
132883	καὶ
