OGNTsort	NET2
107226	the Lord!
107227	
107228	
107229	To write
107230	
107231	
107232	
107233	this again is no
107234	trouble to me,
107235	
107236	and
107237	it is a safeguard for you.
107238	Beware
107239	
107240	of the dogs,
107241	beware
107242	
107243	of the evil
107244	workers,
107245	beware
107246	
107247	of those who mutilate the flesh!
107248	
107249	For
107250	we are
107251	
107252	the circumcision,
107253	
107254	by the Spirit
107255	of God,
107256	the ones who worship
107257	
107258	exult
107259	in
107260	Christ
107261	Jesus,
107262	
107263	and do not
107264	on
107265	human credentials
107266	rely
107267	– though
107268	
107269	he has
107270	good reasons
107271	
107272	in
107273	human credentials,
107274	mine too are significant. If
107275	someone
107276	thinks
107277	
107278	to put confidence
107279	
107280	
107281	
107282	I have more:
107283	I was circumcised
107284	on the eighth day,
107285	from
107286	the people
107287	of Israel
107288	and the tribe
107289	of Benjamin,
107290	a Hebrew
107291	of
107292	Hebrews.
107293	I lived according to
107294	the law
107295	as a Pharisee.
107296	In
107297	my zeal
107298	for God I persecuted
107299	
107300	the church.
107301	According to
107302	the righteousness
107303	
107304	stipulated in
107305	the law
107306	I was
107307	blameless.
107308	But
107309	
107310	
107311	
107312	these assets
107313	
107314	I have come to regard
107315	because of
107316	
107317	Christ.
107318	as liabilities
107319	
107320	More than that,
107321	
107322	I now regard
107323	all things
107324	as liabilities
107325	compared
107326	for
107327	
107328	to the far greater value
107329	
107330	of knowing
107331	Christ
107332	Jesus
107333	
107334	my Lord,
107335	
107336	
107337	whom
107338	
107339	of all things –
107340	I have suffered the loss
107341	
107342	indeed, I regard
107343	them as dung! –
107344	that
107345	Christ,
107346	I may gain
107347	
107348	and be found
107349	in him,
107350	
107351	not
107352	because I have
107353	my own
107354	righteousness
107355	
107356	derived from
107357	the law,
107358	but
107359	I have the righteousness that
107360	because
107361	faithfulness –
107362	comes by way of Christ’s
107363	
107364	from
107365	God
107366	a righteousness
107367	that is in fact based on
107368	
107369	Christ’s faithfulness.
107370	
107371	My aim is to know him,
107372	
107373	
107374	
107375	to experience the power
107376	
107377	of his resurrection,
107378	
107379	
107380	
107381	to share
107382	
107383	in his sufferings,
107384	
107385	and to be like him
107386	
107387	death,
107388	in his
107389	
107390	and so, somehow,
107391	to attain
107392	to
107393	
107394	the resurrection
107395	
107396	from
107397	the dead.
107398	Not
107399	
107400	that I have already
107401	attained this –
107402	that is,
107403	I have not already
107404	been perfected –
107405	I strive
107406	but
107407	
107408	
107409	to lay hold
107410	of
107411	that for which
107412	
107413	also laid hold of me.
107414	
107415	Christ
107416	Jesus
107417	Brothers and sisters,
107418	
107419	myself
107420	I do not
107421	consider
107422	to have attained
107423	I am single-minded:
107424	this. Instead
107425	
107426	
107427	the things that are behind
107428	Forgetting
107429	
107430	and
107431	for the things that are ahead,
107432	reaching out
107433	with
107434	this goal in mind,
107435	I strive
107436	toward
107437	
107438	the prize
107439	
107440	of the upward
107441	call
107442	
107443	of God
107444	in
107445	Christ
107446	Jesus.
107447	let those of us who
107448	Therefore
107449	are “perfect”
107450	
107451	embrace
107452	
107453	this point of view. If
107454	
107455	otherwise,
107456	you think
107457	
107458	
107459	
107460	God
107461	
107462	will reveal to you the error of your ways.
107463	Nevertheless,
107464	to
107465	
107466	the standard that we have already attained.
107467	
107468	
107469	let us live up
107470	imitators of me,
107471	
107472	Be
107473	brothers and sisters,
107474	
107475	and watch carefully
107476	
107477	this way,
107478	those who are living
107479	just as
107480	you have us
107481	as an example.
107482	
107483	many
107484	For
107485	live,
107486	about whom
107487	I have often
107488	told you,
107489	
107490	now,
107491	and
107492	
107493	with tears,
107494	I tell
107495	
107496	you that they are the enemies
107497	
107498	of the cross
107499	
107500	of Christ.
107501	Their
107502	
107503	end
107504	is destruction,
107505	their
107506	
107507	god
107508	
107509	is the belly,
107510	
107511	
107512	they exult
107513	in
107514	
107515	their shame,
107516	
107517	
107518	
107519	earthly things.
107520	and they think about
107521	
107522	But
107523	
107524	our citizenship
107525	in
107526	heaven –
107527	is
107528	from
107529	there,
107530	
107531	a savior
107532	and we also eagerly await
107533	the Lord
107534	Jesus
107535	Christ,
107536	who
107537	will transform
107538	
107539	bodies
107540	
107541	these humble
107542	
107543	of ours into the likeness
107544	
107545	body
107546	
107547	of his glorious
107548	
107549	by means of
107550	
107551	that power
107552	
107553	by which he is able
107554	
107555	
107556	to subject
107557	
107558	
107559	all things to himself.
107560	So then,
107561	my brothers and sisters,
107562	
107563	dear friends
107564	
107565	whom I long to see,
107566	my joy
107567	
107568	and crown,
107569	
107570	in this way,
107571	stand
107572	in
107573	the Lord
107574	my dear friends!
107575	to Euodia
107576	I appeal
107577	
107578	and to Syntyche
107579	
107580	
107581	
107582	to agree
107583	in
107584	the Lord.
107585	Yes,
107586	I say
107587	
107588	
107589	also to you, true
107590	companion,
107591	help them.
107592	
107593	They
107594	in
107595	
107596	the gospel ministry along with me
107597	have struggled together
107598	
107599	
107600	
107601	and Clement
107602	
107603	
107604	and my other
107605	coworkers,
107606	
107607	whose
107608	
107609	names
107610	are in
107611	the book
107612	of life.
107613	Rejoice
107614	in
107615	the Lord
107616	always.
107617	Again
107618	I say,
107619	rejoice!
107620	
107621	gentleness.
107622	see your
107623	Let
107624	
107625	everyone
107626	
107627	The Lord
107628	is near!
107629	Do not
107630	be anxious
107631	about anything. Instead,
107632	in
107633	every situation,
107634	
107635	through prayer
107636	
107637	
107638	and petition
107639	with
107640	thanksgiving,
107641	
107642	your requests
107643	
107644	tell
107645	to
107646	
107647	God.
107648	
107649	
107650	And the peace
107651	
107652	of God
107653	
107654	that surpasses
107655	all
107656	understanding
107657	will guard
107658	
107659	your hearts
107660	
107661	
107662	
107663	and minds
107664	
107665	in
107666	Christ
107667	Jesus.
107668	
107669	Finally,
107670	brothers and sisters,
107671	whatever
107672	is
107673	true,
107674	whatever
107675	is worthy of respect,
107676	whatever
107677	is just,
107678	whatever
107679	is pure,
107680	whatever
107681	is lovely,
107682	whatever
107683	is commendable,
107684	if
107685	something
107686	is excellent
107687	
107688	
107689	
107690	or praiseworthy,
107691	
107692	think about these things.
107693	And what
107694	
107695	you learned
107696	
107697	and received
107698	
107699	and heard
107700	
107701	and saw
107702	in me,
107703	
107704	
107705	do
107706	
107707	
107708	these things. And the God
107709	
107710	of peace
107711	will be
107712	with you.
107713	
107714	I have
107715	
107716	joy in
107717	the Lord
107718	great
107719	
107720	because now
107721	at last
107722	you have again expressed
107723	
107724	for me.
107725	
107726	your concern
107727	
107728	
107729	
107730	(Now I know you were concerned before
107731	had no opportunity to do anything.)
107732	but
107733	I am not
107734	
107735	
107736	this because I am in need,
107737	saying
107738	
107739	for
107740	I have learned
107741	in
107742	any circumstance.
107743	to be
107744	content
107745	
107746	I have experienced
107747	
107748	times of need
107749	
107750	
107751	and times of abundance.
107752	In
107753	any
107754	
107755	
107756	and every circumstance
107757	I have learned the secret of contentment,
107758	
107759	whether I go satisfied
107760	
107761	or hungry,
107762	
107763	have plenty
107764	
107765	or nothing.
107766	to do all things
107767	I am able
107768	through
107769	
107770	the one who strengthens me.
107771	
107772	Nevertheless,
107773	well
107774	you did
107775	to share with me
107776	
107777	
107778	in my trouble.
107779	know,
107780	And as you
107781	
107782	
107783	Philippians
107784	
107785	at
107786	the beginning
107787	
107788	of my gospel ministry,
107789	when
107790	I left
107791	
107792	Macedonia,
107793	no
107794	
107795	church
107796	shared with me
107797	in
107798	this matter
107799	of giving
107800	
107801	and receiving
107802	
107803	except you
107804	
107805	alone.
107806	
107807	
107808	For even in
107809	Thessalonica
107810	
107811	on more than one occasion
107812	
107813	
107814	something for
107815	
107816	my need.
107817	
107818	you sent
107819	I do not
107820	
107821	say this because I am seeking
107822	
107823	a gift.
107824	Rather,
107825	I seek
107826	
107827	the credit
107828	
107829	that abounds
107830	to
107831	your account.
107832	
107833	I have received
107834	For
107835	everything,
107836	
107837	and I have plenty.
107838	I have all
107839	I need because I received
107840	from
107841	Epaphroditus what you
107842	
107843	
107844	
107845	offering,
107846	sent – a fragrant
107847	sacrifice,
107848	an acceptable
107849	very pleasing
107850	
107851	to God.
107852	
107853	And
107854	my God
107855	
107856	will supply
107857	your every
107858	need
107859	
107860	according to
107861	
107862	riches
107863	
107864	in
107865	his glorious
107866	
107867	Christ
107868	Jesus.
107869	
107870	
107871	be given to God
107872	
107873	our Father
107874	
107875	
107876	May glory
107877	
107878	
107879	forever
107880	
107881	and ever.
107882	Amen.
107883	Give greetings
107884	to all
107885	the saints
107886	in
107887	Christ
107888	Jesus.
107889	here send greetings.
107890	
107891	
107892	with me
107893	
107894	The brothers
107895	greet you,
107896	
107897	All
107898	
107899	the saints
107900	especially
107901	
107902	
107903	those who belong
107904	
107905	to Caesar’s
107906	household.
107907	
107908	The grace
107909	
107910	of the Lord
107911	Jesus
107912	Christ
107913	be with
107914	
107915	your spirit.
107916	
107917	From Paul,
107918	an apostle
107919	of Christ
107920	Jesus
107921	by
107922	the will
107923	of God,
107924	
107925	and Timothy
107926	
107927	our brother,
107928	
107929	in
107930	Colossae.
107931	to the saints,
107932	
107933	the faithful
107934	brothers and sisters
107935	at
107936	Christ,
107937	Grace
107938	
107939	
107940	and peace to you
107941	from
107942	God
107943	our Father!
107944	
107945	give thanks
107946	
107947	to God,
107948	the Father
107949	
107950	of our Lord
107951	
107952	Jesus
107953	Christ,
107954	We always
107955	for you,
107956	
107957	when we pray
107958	since we heard
107959	
107960	about your faith
107961	
107962	in
107963	Christ
107964	Jesus
107965	
107966	
107967	and the love
107968	that
107969	you have
107970	for
107971	all
107972	
107973	the saints.
107974	Your faith and love have arisen from
107975	
107976	the hope
107977	
107978	laid up for you
107979	
107980	in
107981	
107982	heaven,
107983	which
107984	you have heard about
107985	in
107986	
107987	the message
107988	
107989	of truth,
107990	
107991	the gospel
107992	
107993	that has come
107994	to you.
107995	
107996	Just as
107997	
107998	in
107999	the entire
108000	
108001	world
108002	this gospel is
108003	bearing fruit
108004	
108005	and growing,
108006	so
108007	it has also been bearing fruit and growing
108008	among you
108009	
108010	from
108011	
108012	the first day
108013	you heard
108014	
108015	it and understood
108016	
108017	the grace
108018	
108019	of God
108020	in
108021	truth.
108022	
108023	You learned
108024	the gospel from
108025	Epaphras,
108026	
108027	our dear
108028	fellow slave –
108029	
108030	
108031	
108032	a faithful
108033	on our behalf –
108034	
108035	minister
108036	
108037	of Christ
108038	
108039	
108040	who also told us
108041	
108042	
108043	
108044	of your love
108045	in
108046	the Spirit.
108047	For
108048	
108049	
108050	
108051	this reason we also, from
108052	
108053	the day
108054	we heard about you,
108055	have not
108056	ceased
108057	for
108058	
108059	praying
108060	
108061	you and asking
108062	God to
108063	fill you
108064	
108065	with the knowledge
108066	
108067	of his will
108068	
108069	in
108070	all
108071	wisdom
108072	
108073	and understanding,
108074	spiritual
108075	so that you may live
108076	worthily
108077	
108078	of the Lord
108079	
108080	all respects –
108081	and please
108082	him in
108083	in every
108084	deed,
108085	good
108086	bearing fruit
108087	
108088	growing
108089	in the
108090	knowledge
108091	
108092	of God,
108093	with
108094	all
108095	power
108096	being strengthened
108097	according to
108098	
108099	might
108100	
108101	his glorious
108102	
108103	for
108104	the display of all
108105	patience
108106	
108107	and steadfastness,
108108	
108109	joyfully
108110	giving thanks
108111	
108112	to the Father
108113	
108114	who has qualified you
108115	
108116	to
108117	
108118	share
108119	
108120	inheritance
108121	
108122	the saints’
108123	in
108124	in the
108125	light.
108126	He
108127	delivered us
108128	
108129	from
108130	
108131	the power
108132	
108133	of darkness
108134	
108135	and transferred
108136	us to
108137	
108138	the kingdom
108139	
108140	of the Son
108141	
108142	he loves,
108143	
108144	in
108145	whom
108146	we have
108147	
108148	redemption,
108149	
108150	the forgiveness
108151	
108152	of sins.
108153	He
108154	is
108155	the image
108156	
108157	God,
108158	
108159	of the invisible
108160	the firstborn
108161	over all
108162	creation,
108163	
108164	in
108165	
108166	were created
108167	
108168	for all things
108169	in him –
108170	
108171	heaven
108172	
108173	and on
108174	
108175	earth
108176	
108177	all things, whether visible
108178	
108179	
108180	or invisible,
108181	whether
108182	thrones
108183	or
108184	dominions,
108185	whether
108186	principalities
108187	or
108188	powers –
108189	
108190	all things
108191	through him
108192	
108193	
108194	and for him.
108195	
108196	were created
108197	
108198	
108199	He himself is
108200	before
108201	all things
108202	
108203	
108204	and all things
108205	in him.
108206	
108207	are held together
108208	
108209	
108210	He is
108211	
108212	the head
108213	
108214	of the body,
108215	
108216	the church,
108217	
108218	
108219	as well as the beginning,
108220	the firstborn
108221	from
108222	
108223	the dead,
108224	so that he himself
108225	may become
108226	in
108227	all things.
108228	
108229	first
108230	
108231	in the Son
108232	
108233	For God was pleased
108234	to have all
108235	
108236	his fullness
108237	dwell
108238	
108239	and through him
108240	
108241	to reconcile
108242	
108243	all things
108244	to himself
108245	
108246	by making peace
108247	through
108248	
108249	the blood
108250	
108251	of his cross –
108252	
108253	through him,
108254	
108255	whether
108256	
108257	things on
108258	
108259	earth
108260	or
108261	
108262	things in
108263	
108264	heaven.
108265	
108266	
108267	at one time
108268	And you were
108269	strangers
108270	
108271	and enemies
108272	
108273	in your minds
108274	as expressed through
108275	
108276	deeds,
108277	
108278	your evil
108279	now
108280	but
108281	he has reconciled
108282	you by
108283	
108284	body
108285	
108286	his physical
108287	
108288	through
108289	
108290	death
108291	to present you
108292	
108293	holy,
108294	
108295	without blemish,
108296	
108297	and blameless
108298	before him –
108299	
108300	if
108301	indeed
108302	you remain
108303	in the
108304	faith,
108305	established
108306	
108307	and firm,
108308	
108309	without
108310	shifting
108311	from
108312	
108313	the hope
108314	
108315	of the gospel
108316	that
108317	you heard.
108318	
108319	This gospel has also been preached
108320	in
108321	all
108322	creation
108323	
108324	under
108325	
108326	heaven,
108327	
108328	have become
108329	
108330	and I, Paul,
108331	its servant.
108332	Now
108333	I rejoice
108334	in
108335	
108336	my sufferings
108337	for you,
108338	
108339	
108340	and I fill up
108341	
108342	what is lacking
108343	
108344	in the sufferings
108345	
108346	of Christ.
108347	in
108348	
108349	my physical body –
108350	
108351	for the sake of
108352	
108353	his body,
108354	
108355	
108356	
108357	
108358	the church –
108359	
108360	I became
108361	
108362	a servant
108363	of the church according to
108364	
108365	the stewardship
108366	
108367	from God –
108368	
108369	given to me
108370	
108371	for
108372	
108373	you – in order to complete
108374	
108375	the word
108376	
108377	of God,
108378	
108379	that is, the mystery
108380	
108381	that has been kept hidden
108382	from
108383	
108384	ages
108385	
108386	
108387	
108388	and generations,
108389	has now
108390	but
108391	been revealed
108392	
108393	to his saints.
108394	
108395	which
108396	wanted
108397	
108398	God
108399	to make known
108400	
108401	
108402	riches
108403	
108404	to them the glorious
108405	
108406	of this mystery
108407	
108408	among
108409	
108410	the Gentiles,
108411	
108412	is
108413	Christ
108414	in you,
108415	
108416	
108417	the hope
108418	
108419	of glory.
108420	him
108421	
108422	We proclaim
108423	by instructing
108424	all
108425	people
108426	
108427	and teaching
108428	all
108429	person
108430	with
108431	every
108432	wisdom
108433	so that
108434	we may present
108435	
108436	
108437	mature
108438	in
108439	Christ.
108440	Toward
108441	this goal
108442	
108443	I also labor,
108444	struggling
108445	according to
108446	
108447	his power
108448	
108449	
108450	works
108451	in me.
108452	
108453	
108454	that powerfully
108455	I want
108456	For
108457	
108458	you to know
108459	how great
108460	a struggle
108461	I have
108462	for you,
108463	
108464	
108465	
108466	and for those in
108467	Laodicea,
108468	
108469	and for those
108470	who have not
108471	met me
108472	
108473	face to face.
108474	
108475	
108476	
108477	My goal is that
108478	may be encouraged,
108479	
108480	their hearts,
108481	
108482	having been knit together
108483	in
108484	love,
108485	
108486	
108487	and that they may have all
108488	the riches
108489	
108490	that assurance
108491	
108492	brings in their understanding
108493	
108494	of the knowledge
108495	
108496	of the mystery
108497	
108498	of God,
108499	namely, Christ,
108500	in
108501	whom
108502	are
108503	all
108504	
108505	the treasures
108506	
108507	of wisdom
108508	
108509	and knowledge.
108510	hidden
108511	
108512	I say
108513	this so that
108514	no one
108515	
108516	will deceive you
108517	through
108518	arguments that sound reasonable.
108519	though
108520	For
108521	
108522	
108523	in body,
108524	I am absent from you
108525	
108526	
108527	in spirit,
108528	with you
108529	
108530	I am present
108531	rejoicing
108532	
108533	to see
108534	
108535	
108536	your morale
108537	
108538	
108539	and the firmness
108540	
108541	in
108542	Christ.
108543	of your faith
108544	
108545	just as
108546	Therefore,
108547	you received
108548	
108549	Christ
108550	Jesus
108551	
108552	as Lord,
108553	your lives in him,
108554	
108555	continue to live
108556	rooted
108557	
108558	and built up
108559	in him
108560	
108561	
108562	and firm
108563	
108564	in your faith
108565	just as
108566	you were taught,
108567	and overflowing
108568	with
108569	thankfulness.
108570	Be careful
108571	not
108572	to allow anyone
108573	
108574	
108575	
108576	to captivate you
108577	through
108578	
108579	philosophy
108580	
108581	an empty,
108582	deceitful
108583	that is according to
108584	
108585	traditions
108586	
108587	human
108588	according to
108589	
108590	and the elemental spirits
108591	
108592	of the world,
108593	
108594	and not
108595	
108596	Christ.
108597	
108598	For in him
108599	
108600	lives
108601	all
108602	
108603	the fullness
108604	
108605	of deity
108606	in bodily form,
108607	
108608	and you have been
108609	in him,
108610	
108611	filled
108612	who
108613	is
108614	
108615	the head
108616	over every
108617	ruler
108618	
108619	and authority.
108620	In
108621	him
108622	
108623	you also were circumcised –
108624	however, with a circumcision
108625	not,
108626	performed by human hands, but by
108627	
108628	the removal
108629	
108630	body,
108631	
108632	of the fleshly
108633	that is, through
108634	
108635	the circumcision
108636	
108637	done by Christ.
108638	Having been buried with him
108639	
108640	in
108641	
108642	
108643	
108644	him
108645	
108646	baptism, you also have been raised with
108647	through
108648	
108649	your faith
108650	
108651	in the power
108652	
108653	of God
108654	
108655	who raised him
108656	
108657	from
108658	the dead.
108659	
108660	
108661	dead
108662	And even though you were
108663	in
108664	
108665	your transgressions
108666	
108667	
108668	and in the uncircumcision
108669	
108670	of your flesh,
108671	
108672	he nevertheless made you
108673	
108674	alive with him,
108675	
108676	having forgiven
108677	
108678	all
108679	
108680	your transgressions.
108681	He has destroyed
108682	
108683	what was against us,
108684	
108685	a certificate
108686	
108687	of indebtedness expressed in decrees
108688	
108689	
108690	opposed to us.
108691	
108692	
108693	
108694	He has taken
108695	
108696	
108697	
108698	it away by nailing it
108699	
108700	
108701	to the cross.
108702	Disarming
108703	
108704	the rulers
108705	
108706	
108707	and authorities,
108708	he has made a
108709	by the cross.
108710	public
108711	disgrace of them, triumphing over them
108712	
108713	
108714	
108715	do not
108716	Therefore
108717	let anyone
108718	
108719	judge you
108720	with respect to
108721	food
108722	or
108723	in
108724	drink,
108725	or
108726	
108727	the matter
108728	of a feast,
108729	
108730	new moon,
108731	or
108732	Sabbath days –
108733	these
108734	are
108735	only the shadow
108736	
108737	of the things to come,
108738	
108739	but
108740	the reality
108741	
108742	is Christ!
108743	Let no one
108744	
108745	pass judgment on you.
108746	who delights
108747	in
108748	false humility
108749	
108750	and the worship
108751	
108752	of angels
108753	That person
108754	he has supposedly seen,
108755	goes on at great lengths about what
108756	with empty notions
108757	but he is puffed up
108758	by
108759	
108760	mind.
108761	
108762	his fleshly
108763	
108764	
108765	He has not
108766	held fast
108767	
108768	to the head
108769	from
108770	whom
108771	the whole
108772	
108773	body,
108774	through
108775	
108776	and sinews,
108777	
108778	its ligaments
108779	supported
108780	
108781	and knit together
108782	grows
108783	
108784	with a growth
108785	
108786	that is from God.
108787	If
108788	you have died
108789	with
108790	Christ
108791	to
108792	
108793	the elemental spirits
108794	
108795	of the world,
108796	why
108797	to them as though
108798	you lived
108799	in
108800	the world?
108801	do you submit
108802	“Do not
108803	handle!
108804	Do not
108805	taste!
108806	Do not
108807	touch!”
108808	These
108809	are
108810	all
108811	destined to
108812	perish
108813	
108814	with use,
108815	founded as they are on
108816	
108817	commands
108818	
108819	and teachings.
108820	
108821	human
108822	though they
108823	
108824	the appearance
108825	Even
108826	have
108827	of wisdom
108828	with
108829	their self-imposed worship
108830	
108831	and humility
108832	
108833	achieved by an unsparing treatment
108834	of the body –
108835	no
108836	a wisdom with
108837	value –
108838	true
108839	they in reality result in
108840	indulgence.
108841	
108842	fleshly
108843	if
108844	Therefore,
108845	you have been raised
108846	
108847	with Christ,
108848	
108849	the things above,
108850	keep seeking
108851	where
108852	
108853	Christ
108854	is,
108855	at
108856	the right hand
108857	
108858	of God.
108859	seated
108860	
108861	about things above,
108862	Keep thinking
108863	not
108864	
108865	things on
108866	
108867	the earth,
108868	you have died
108869	for
108870	
108871	
108872	and your life
108873	
108874	is hidden
108875	with
108876	
108877	Christ
108878	in
108879	
108880	God.
108881	When
108882	
108883	Christ
108884	appears,
108885	
108886	(who is your life)
108887	
108888	then
108889	
108890	
108891	with him.
108892	
108893	you too will be revealed
108894	in
108895	glory
108896	put to deat
108897	So
108898	
108899	h whatever in your nature
108900	
108901	belongs to
108902	
108903	the earth:
108904	sexual immorality,
108905	impurity,
108906	shameful passion,
108907	desire,
108908	evil
108909	
108910	
108911	and greed
108912	which
108913	is
108914	idolatry.
108915	Because of
108916	these things
108917	is coming
108918	
108919	the wrath
108920	
108921	of God
108922	
108923	
108924	on the sons
108925	
108926	of disobedience.
108927	your lives in
108928	this way
108929	
108930	
108931	You also lived
108932	at one time,
108933	when
108934	you used to live
108935	among them.
108936	
108937	now,
108938	But
108939	put off
108940	
108941	
108942	
108943	all such things
108944	as anger,
108945	rage,
108946	malice,
108947	slander,
108948	abusive language
108949	from
108950	
108951	your mouth.
108952	
108953	Do not
108954	lie
108955	to
108956	one another
108957	since you have put off
108958	
108959	the old
108960	man
108961	with
108962	
108963	its practices
108964	
108965	
108966	and have been clothed
108967	
108968	with the new man
108969	
108970	that is being renewed
108971	in
108972	knowledge
108973	according to
108974	the image
108975	
108976	of the one who created it.
108977	
108978	Here
108979	there is neither
108980	
108981	Greek
108982	
108983	nor Jew,
108984	circumcised
108985	
108986	or uncircumcised,
108987	barbarian,
108988	Scythian,
108989	slave
108990	or free,
108991	but
108992	
108993	is all
108994	
108995	and in
108996	all.
108997	Christ
108998	clothe
108999	Therefore,
109000	as
109001	the elect
109002	
109003	of God,
109004	holy
109005	
109006	and dearly loved,
109007	yourselves with a heart
109008	of mercy,
109009	kindness,
109010	humility,
109011	gentleness,
109012	and patience,
109013	bearing
109014	with one another
109015	
109016	and forgiving
109017	one another,
109018	if
109019	someone
109020	against
109021	anyone else.
109022	happens to have
109023	a complaint
109024	Just as
109025	
109026	
109027	the Lord
109028	has forgiven you,
109029	
109030	so you also forgive others.
109031	
109032	
109033	to
109034	all these
109035	And
109036	
109037	
109038	virtues add love,
109039	which
109040	is
109041	bond.
109042	
109043	the perfect
109044	
109045	
109046	Let the peace
109047	
109048	of Christ
109049	be in control
109050	in
109051	
109052	your heart
109053	
109054	(for
109055	
109056	
109057	you were in fact called
109058	as
109059	one
109060	body to this peace),
109061	
109062	thankful.
109063	and be
109064	
109065	Let the word
109066	
109067	of Christ
109068	dwell
109069	in you
109070	
109071	richly,
109072	with
109073	all
109074	wisdom,
109075	teaching
109076	
109077	and exhorting
109078	one another
109079	psalms,
109080	hymns,
109081	songs,
109082	and spiritual
109083	all with
109084	
109085	grace
109086	singing
109087	in
109088	
109089	your hearts
109090	
109091	
109092	to God.
109093	
109094	do it all
109095	
109096	
109097	
109098	And whatever you do
109099	in
109100	word
109101	or
109102	in
109103	deed,
109104	
109105	
109106	the name
109107	of the Lord
109108	Jesus,
109109	giving thanks
109110	
109111	to God
109112	the Father
109113	through him.
109114	
109115	
109116	Wives,
109117	submit
109118	
109119	to your husbands,
109120	as
109121	is fitting
109122	in
109123	the Lord.
109124	
109125	Husbands,
109126	love
109127	
109128	your wives
109129	
109130	and do not
109131	be embittered
109132	against them.
109133	
109134	
109135	Children,
109136	obey
109137	
109138	your parents
109139	in
109140	everything,
109141	
109142	for
109143	pleasing
109144	this is
109145	in
109146	the Lord.
109147	
109148	Fathers,
109149	do not
109150	provoke
109151	
109152	your children,
109153	
109154	so
109155	they will not
109156	become disheartened.
109157	
109158	Slaves,
109159	obey
109160	in
109161	every
109162	
109163	
109164	your earthly
109165	masters
109166	respect, not
109167	with
109168	only when they are watching –
109169	like
109170	those who are strictly people-pleasers –
109171	but
109172	
109173	a sincere
109174	heart,
109175	fearing
109176	
109177	the Lord.
109178	
109179	Whatever
109180	you are doing,
109181	at it with
109182	enthusiasm,
109183	work
109184	as
109185	
109186	to the Lord
109187	
109188	and not
109189	for people,
109190	because you know
109191	
109192	from
109193	the Lord
109194	that you will receive
109195	
109196	as the reward.
109197	
109198	your inheritance
109199	
109200	the Lord
109201	Christ.
109202	Serve
109203	
109204	For
109205	the one who does wrong
109206	will be repaid
109207	
109208	for his wrong,
109209	
109210	no
109211	and there are
109212	exceptions.
109213	
109214	Masters,
109215	
109216	with justice
109217	
109218	
109219	and fairness,
109220	
109221	your slaves
109222	treat
109223	because you know
109224	
109225	
109226	
109227	that you also have
109228	a master
109229	in
109230	heaven.
109231	
109232	to prayer,
109233	Be devoted
109234	keeping alert
109235	in it
109236	
109237	with
109238	thanksgiving.
109239	pray
109240	At the same time
109241	
109242	for us
109243	
109244	too, that
109245	
109246	God
109247	may open
109248	
109249	a door
109250	
109251	for the message
109252	so that we may proclaim
109253	
109254	the mystery
109255	
109256	of Christ,
109257	for
109258	which
109259	
109260	I am in chains.
109261	Pray that
109262	I may make it
109263	
109264	known as
109265	I should.
109266	
109267	
109268	yourselves with
109269	wisdom
109270	Conduct
109271	toward
109272	
109273	outsiders,
109274	
109275	of the opportunities.
109276	making the most
109277	
109278	Let your speech
109279	
109280	always
109281	
109282	be gracious,
109283	with salt,
109284	seasoned
109285	so that you may know
109286	how
109287	you should
109288	
109289	
109290	everyone.
109291	answer
109292	
109293	the news about me.
109294	
109295	all
109296	will tell you
109297	
109298	Tychicus,
109299	
109300	a dear
109301	brother,
109302	
109303	faithful
109304	minister,
109305	
109306	and fellow slave
109307	in
109308	the Lord,
109309	him
109310	I sent
109311	to you
109312	
109313	for
109314	
109315	
109316	this very purpose, that
109317	you may know
109318	
109319	how
109320	
109321	
109322	we are doing and that he may encourage
109323	
109324	your hearts.
109325	
109326	I sent him with
109327	Onesimus,
109328	
109329	the faithful
109330	
109331	and dear
109332	brother,
109333	who
109334	is
109335	one of you.
109336	
109337	about everything
109338	
109339	They will tell you
109340	
109341	here.
109342	sends you
109343	
109344	Aristarchus,
109345	
109346	my fellow prisoner,
109347	
109348	
109349	greetings, as does Mark,
109350	
109351	the cousin
109352	of Barnabas
109353	(about
109354	whom
109355	you received
109356	instructions;
109357	if
109358	he comes
109359	to you,
109360	
109361	welcome him).
109362	
109363	
109364	And Jesus
109365	
109366	who is called
109367	Justus also sends greetings.
109368	
109369	
109370	In terms of
109371	Jewish converts,
109372	
109373	these are the only
109374	fellow workers
109375	for
109376	
109377	the kingdom
109378	
109379	of God,
109380	and they
109381	have been
109382	
109383	a comfort to me.
109384	greets you.
109385	
109386	Epaphras,
109387	
109388	who is one of you
109389	
109390	and a slave
109391	of Christ,
109392	
109393	He is always
109394	struggling
109395	on
109396	
109397	in
109398	
109399	prayer
109400	your behalf, so that
109401	you may stand
109402	mature
109403	
109404	and fully assured
109405	in
109406	all
109407	the will
109408	
109409	of God.
109410	I can testify
109411	For
109412	
109413	
109414	that he has
109415	hard
109416	worked
109417	for you
109418	
109419	
109420	
109421	and for those in
109422	Laodicea
109423	
109424	
109425	
109426	and Hierapolis.
109427	greet you.
109428	
109429	Luke
109430	
109431	the physician
109432	
109433	Our dear friend
109434	
109435	and Demas
109436	Give
109437	
109438	who are in
109439	Laodicea
109440	my greetings to the brothers and sisters
109441	
109442	and to Nympha
109443	
109444	
109445	
109446	that meets in her house.
109447	
109448	and the church
109449	
109450	And after
109451	you have read
109452	
109453	
109454	
